x	y	exercise	token	remediation_token	x2	y2	subject	unit	lesson
-60.98834991455078	4.277304649353027	triangle_inequality_theorem	triangle_inequality_theorem|problem-type-0	constructing-linear-functions-word-problems|2.non-y-intercept+slope|true	-33.30497360229492	61.65861892700195	geometry	hs-geo-foundations	hs-geo-polygons
-26.827898025512695	19.377513885498047	triangle_inequality_theorem	triangle_inequality_theorem|problem-type-1	rewrite-logarithmic-expressions-using-the-change-of-base-rule|2.loga+logb|true	21.946353912353516	-11.352204322814941	geometry	hs-geo-foundations	hs-geo-polygons
21.17727279663086	17.36152458190918	triangle_inequality_theorem	triangle_inequality_theorem|problem-type-5	angles_of_a_polygon|problem-type-2|true	30.217565536499023	-15.165470123291016	geometry	hs-geo-foundations	hs-geo-polygons
-54.79277801513672	9.817851066589355	performing-dilations	performing-dilations|1.Noaxes	reading_pictographs_2|AnalyzingdatawithHistograms|true	7.225997447967529	-2.448209285736084	geometry	hs-geo-transformations	hs-geo-dilations
-61.66328811645508	11.145434379577637	performing-dilations	performing-dilations|2.Dilationaboutoriginwithaxes	rounding-decimals-using-a-number-line|ComparingMC|false	4.098237991333008	-52.91853713989258	geometry	hs-geo-transformations	hs-geo-dilations
32.374916076660156	20.84793472290039	performing-dilations	performing-dilations|0	midpoint_formula|0|true	58.8648567199707	-10.421361923217773	geometry	hs-geo-transformations	hs-geo-dilations
14.739437103271484	-45.77157974243164	performing-dilations	performing-dilations|Type1	identifying-parts-of-expressions|RationalNumbers|true	-1.4278026819229126	-24.692331314086914	geometry	hs-geo-transformations	hs-geo-dilations
-45.17362594604492	31.539457321166992	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|TYPE4:SOLVEANDCOMPARE(FRACxWHOLENUMBER)	making-good-scatter-plots|Dependentvarordered|false	-13.441437721252441	10.24184513092041	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
-45.17362594604492	31.539457321166992	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|TYPE4:SOLVEANDCOMPARE(FRACxWHOLENUMBER)	making-good-scatter-plots|Dependentvarordered|false	-13.441437721252441	10.24184513092041	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
27.825490951538086	-2.079017162322998	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type1:MXxWHOLE	graphing-linear-functions-word-problems|1.Completetwoinput-outputpairs|true	35.64402389526367	-22.644134521484375	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
27.825490951538086	-2.079017162322998	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type1:MXxWHOLE	graphing-linear-functions-word-problems|1.Completetwoinput-outputpairs|true	35.64402389526367	-22.644134521484375	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
24.530261993408203	-26.890518188476562	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type3:NOVISUALS	multiplying_mixed_numbers_1|Type1:VISUALSRECTANGLES|true	22.171478271484375	-3.285806655883789	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
24.530261993408203	-26.890518188476562	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type3:NOVISUALS	multiplying_mixed_numbers_1|Type1:VISUALSRECTANGLES|true	22.171478271484375	-3.285806655883789	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
-46.517208099365234	24.7274227142334	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type1:FRACxFRAC	making-good-scatter-plots|Dependentvarunordered|true	-15.005608558654785	12.383915901184082	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
-46.517208099365234	24.7274227142334	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type1:FRACxFRAC	making-good-scatter-plots|Dependentvarunordered|true	-15.005608558654785	12.383915901184082	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
-46.63258361816406	24.624439239501953	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|TYPE3:TABLES:FRACxFRAC	expected-value-with-calculated-probabilities|Type3|true	-55.8824577331543	-45.04737091064453	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
-46.63258361816406	24.624439239501953	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|TYPE3:TABLES:FRACxFRAC	expected-value-with-calculated-probabilities|Type3|true	-55.8824577331543	-45.04737091064453	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
3.427642822265625	-38.883541107177734	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|0	subtracting-decimals-without-the-standard-algorithm-4|H-H(BorrowT)|true	20.92913246154785	-54.89710998535156	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
3.427642822265625	-38.883541107177734	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|0	subtracting-decimals-without-the-standard-algorithm-4|H-H(BorrowT)|true	20.92913246154785	-54.89710998535156	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
-46.61943054199219	24.58443260192871	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type2:MXxFRAC	reading_pictographs_2|Histograms-Compare|true	7.10330057144165	-2.9519295692443848	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
-46.61943054199219	24.58443260192871	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type2:MXxFRAC	reading_pictographs_2|Histograms-Compare|true	7.10330057144165	-2.9519295692443848	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
27.920209884643555	-2.8189826011657715	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type3:MXxMX	dividing-fractions-by-fractions-word-problems|MNdivWN(3)|false	25.16094398498535	-7.009647369384766	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
27.920209884643555	-2.8189826011657715	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type3:MXxMX	dividing-fractions-by-fractions-word-problems|MNdivWN(3)|false	25.16094398498535	-7.009647369384766	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
27.63166618347168	-2.274935722351074	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type2:MXxFRACTION	multiplying_mixed_numbers_1|Type1:FRACxFRAC|true	23.896467208862305	5.329170227050781	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
27.63166618347168	-2.274935722351074	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type2:MXxFRACTION	multiplying_mixed_numbers_1|Type1:FRACxFRAC|true	23.896467208862305	5.329170227050781	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
-17.660808563232422	-65.08843231201172	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type1:VISUALSRECTANGLES	linear_equations_1|Multiplication|true	-0.4970524311065674	-69.94938659667969	arithmetic	fraction-arithmetic	arith-review-mult-frac-word-probs
-17.660808563232422	-65.08843231201172	multiplying-fractions-by-fractions-word-problems	multiplying-fractions-by-fractions-word-problems|Type1:VISUALSRECTANGLES	linear_equations_1|Multiplication|true	-0.4970524311065674	-69.94938659667969	pre-algebra	pre-algebra-fractions	pre-algebra-mult-frac-word-probs
22.86161231994629	-18.798786163330078	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|Type2-Terminating	square_roots|problem-type-1|true	48.6022834777832	-33.74186325073242	algebra	rational-exponents-and-radicals	alg1-radicals
-40.41252517700195	20.157381057739258	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|Type2	adding-probability|Type1|true	-63.19044494628906	-44.442955017089844	algebra	rational-exponents-and-radicals	alg1-radicals
57.67375183105469	48.156639099121094	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|Type1	graphing_parabolas_1|Type2|false	27.018754959106445	-63.70208740234375	algebra	rational-exponents-and-radicals	alg1-radicals
32.824302673339844	11.538797378540039	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|Challengeproblems	square_roots|problem-type-0|false	53.099605560302734	14.421438217163086	algebra	rational-exponents-and-radicals	alg1-radicals
45.70889663696289	30.269718170166016	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|0	part-part-whole-ratios|0|true	65.91112518310547	-13.066993713378906	algebra	rational-exponents-and-radicals	alg1-radicals
-69.62977600097656	2.56144642829895	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|Squareandcuberootsofdecimalsandfractions	interpreting-domain|2.Integers|true	-44.06626510620117	66.31571960449219	algebra	rational-exponents-and-radicals	alg1-radicals
18.957555770874023	-42.45038986206055	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|3.Powersofquotients(numerical)	interpret-multiplying-fraction-and-whole-number-word-problems|2.INPUT-REPEATEDADDITION|false	15.625035285949707	-25.859756469726562	algebra	rational-exponents-and-radicals	alg1-radicals
-50.09981918334961	15.436848640441895	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|4.Solvex^2=kwherekisadecimal	relative-position|Triangles|false	-30.224905014038086	-25.004377365112305	algebra	rational-exponents-and-radicals	alg1-radicals
32.6267204284668	11.60953140258789	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|Type1-Repeating	cube_roots|problem-type-0|true	53.844017028808594	14.616988182067871	algebra	rational-exponents-and-radicals	alg1-radicals
-73.6298599243164	1.8991039991378784	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|2.Evaluatesquarerootofdecimal	variables-on-both-sides-rational|Type2|true	-30.3608341217041	49.885562896728516	algebra	rational-exponents-and-radicals	alg1-radicals
-40.417320251464844	20.047595977783203	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|3.Solvex^2=kwherekisafraction	reading_pictographs_2|Type1only|false	7.416341304779053	-0.6414275765419006	algebra	rational-exponents-and-radicals	alg1-radicals
-73.6209487915039	1.9099822044372559	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|1.Evaluatesquarerootoffraction	arithmetic_sequences_2|2.Recursive|true	-44.99764633178711	57.32314682006836	algebra	rational-exponents-and-radicals	alg1-radicals
34.175235748291016	11.928044319152832	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|Type3	match-equations-to-coordinates-on-a-line|0|false	46.7276611328125	-28.62010383605957	algebra	rational-exponents-and-radicals	alg1-radicals
-18.108484268188477	-80.46467590332031	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|problem-type-0	particle-motion|3.Positiongivenaccel|false	-64.02727508544922	51.25343704223633	algebra	rational-exponents-and-radicals	alg1-radicals
-9.848285675048828	-53.77676010131836	roots-of-decimals-and-fractions	roots-of-decimals-and-fractions|2.Powersofproducts(variable)	multiply-binomials-coefficient|1.bi*bi|true	-0.07540945708751678	-70.06511688232422	algebra	rational-exponents-and-radicals	alg1-radicals
-53.503665924072266	-36.34521484375	reverse-power-rule-rewriting	reverse-power-rule-rewriting|1.Distribute	selecting-procedures-for-calculating-limits-3|7.C-G|true	-77.17416381835938	0.2819833755493164	ap-calculus-ab	ab-integration-new	ab-6-8a
-37.77273178100586	-3.5953152179718018	reverse-power-rule-rewriting	reverse-power-rule-rewriting|2.Cancelout	rewriting-and-interpreting-exponential-functions|2.Findthetimemeasurethatcorrespondstopercentdifference|true	-74.32013702392578	-20.561546325683594	ap-calculus-ab	ab-integration-new	ab-6-8a
-53.46344757080078	-36.45967483520508	reverse-power-rule-rewriting	reverse-power-rule-rewriting|3.Radicals	second-derivatives|1.Multiplechoice|true	-73.74947357177734	53.461219787597656	ap-calculus-ab	ab-integration-new	ab-6-8a
-0.45405203104019165	-20.15962028503418	modeling-systems-of-linear-inequalities	modeling-systems-of-linear-inequalities|Type1	equivalent-expressions-with-common-denominators|3addendsandsubtrahends|true	26.95658302307129	12.950385093688965	algebra	two-variable-linear-inequalities	modeling-with-linear-inequalities
-67.6751480102539	-3.785055160522461	modeling-systems-of-linear-inequalities	modeling-systems-of-linear-inequalities|3.Interpretinggraph	avg-rate-of-change-graphs-tables|1.Graph(findARC)|true	-44.085391998291016	68.92906951904297	algebra	two-variable-linear-inequalities	modeling-with-linear-inequalities
-35.34139633178711	-3.3411343097686768	modeling-systems-of-linear-inequalities	modeling-systems-of-linear-inequalities|1.Constructing	dependent-and-independent-variables|Type2|true	-9.100602149963379	18.58191680908203	algebra	two-variable-linear-inequalities	modeling-with-linear-inequalities
-67.7463150024414	-3.6270341873168945	modeling-systems-of-linear-inequalities	modeling-systems-of-linear-inequalities|2.Checking	constructing-linear-functions-word-problems|1.y-intercept+anotherpoint|true	-33.33311080932617	61.650508880615234	algebra	two-variable-linear-inequalities	modeling-with-linear-inequalities
-6.728699207305908	-77.479248046875	washer-method-other-axes	washer-method-other-axes|3.vertical(numeric)	residual-plots|Linearornot|false	-52.57240295410156	-58.9996337890625	ap-calculus-ab	ab-applications-of-integration-new	ab-8-12
-7.6523919105529785	-69.17229461669922	washer-method-other-axes	washer-method-other-axes|1.horizontal(numeric)	calculating-interpreting-residuals|Calculate|false	-52.53193283081055	-58.99165344238281	ap-calculus-ab	ab-applications-of-integration-new	ab-8-12
18.750627517700195	-12.456401824951172	washer-method-other-axes	washer-method-other-axes|2.horizontal(MC)	slope-of-secant-lines|0|true	52.656715393066406	-16.587106704711914	ap-calculus-ab	ab-applications-of-integration-new	ab-8-12
60.60719680786133	19.39729881286621	basic-multi-digit-division	basic-multi-digit-division|Type1	division_4|Type1|false	41.28614807128906	22.652864456176758	arithmetic	arith-review-multiply-divide	arith-review-mult-digit-div-2
60.82267761230469	15.50787353515625	basic-multi-digit-division	basic-multi-digit-division|Solve+equation	multi-step-word-problems-with-whole-numbers|problem-type-0|true	42.40692901611328	26.71623992919922	arithmetic	arith-review-multiply-divide	arith-review-mult-digit-div-2
60.788272857666016	15.660661697387695	basic-multi-digit-division	basic-multi-digit-division|Type1-dividends<20	multi-digit-division-with-visual-models|Type2-findthemistake|false	30.263479232788086	-8.931060791015625	arithmetic	arith-review-multiply-divide	arith-review-mult-digit-div-2
61.0781135559082	17.44930076599121	basic-multi-digit-division	basic-multi-digit-division|Solve	division_1.5|Type1:MATCHTHEEXPRESSIONANDSOLVE|true	41.03952407836914	26.401996612548828	arithmetic	arith-review-multiply-divide	arith-review-mult-digit-div-2
58.90360641479492	44.41354751586914	basic-multi-digit-division	basic-multi-digit-division|0	comparing-decimal-place-value|0|false	69.4148941040039	13.337331771850586	arithmetic	arith-review-multiply-divide	arith-review-mult-digit-div-2
-62.569705963134766	55.986087799072266	basic-multi-digit-division	basic-multi-digit-division|EasyMulti-DigitDivision	making-good-scatter-plots|Dependentvarordered|false	-13.441437721252441	10.24184513092041	arithmetic	arith-review-multiply-divide	arith-review-mult-digit-div-2
29.769813537597656	-0.0013507052790373564	basic-multi-digit-division	basic-multi-digit-division|problem-type-0	multi-step-word-problems-with-whole-numbers|Estimationequations|true	15.037208557128906	-47.273685455322266	arithmetic	arith-review-multiply-divide	arith-review-mult-digit-div-2
-60.65021896362305	3.643087863922119	complex_plane_operations	complex_plane_operations|1.Add	new_definitions_1|problem-type-0|true	-62.97595977783203	-4.717095375061035	algebra2	introduction-to-complex-numbers-algebra-2	adding-and-subtracting-complex-numbers-algebra-2
-44.224281311035156	0.7035356760025024	complex_plane_operations	complex_plane_operations|2.Subtract	determine-if-an-infinite-geometric-series|dotdotdot|true	-61.61151123046875	-3.9284520149230957	algebra2	introduction-to-complex-numbers-algebra-2	adding-and-subtracting-complex-numbers-algebra-2
28.18407440185547	48.07114028930664	complex_plane_operations	complex_plane_operations|problem-type-0	simplify-square-roots-of-negative-numbers|1.1|true	-34.598358154296875	-43.47916793823242	algebra2	introduction-to-complex-numbers-algebra-2	adding-and-subtracting-complex-numbers-algebra-2
28.88323402404785	49.109886169433594	complex_plane_operations	complex_plane_operations|Multiplycomplexnumbersbyrealorimaginarynumbers	real-and-imaginary-parts-of-complex-numbers|IdentifyRealImaginaryandComplexNumbers|false	-31.99483299255371	-42.827674865722656	algebra2	introduction-to-complex-numbers-algebra-2	adding-and-subtracting-complex-numbers-algebra-2
32.739620208740234	7.722582817077637	complex_plane_operations	complex_plane_operations|0	cross-sections-of-3d-shapes|0|false	59.52878189086914	11.045121192932129	algebra2	introduction-to-complex-numbers-algebra-2	adding-and-subtracting-complex-numbers-algebra-2
10.353311538696289	-27.898757934570312	graph-from-slope-intercept-equation	graph-from-slope-intercept-equation|2.Negativeinteger	slope-intercept-equation-from-graph|1.Integerslope|false	-19.76806640625	-26.426902770996094	algebra	two-var-linear-equations	graphing-slope-intercept-equations
15.828896522521973	-6.989602565765381	graph-from-slope-intercept-equation	graph-from-slope-intercept-equation|1.Positiveinteger	converting_between_slope_intercept_and_standard_form|Pos(xy)Intslope|true	-17.34758186340332	-25.9720458984375	algebra	two-var-linear-equations	graphing-slope-intercept-equations
14.437808990478516	-46.47854995727539	graph-from-slope-intercept-equation	graph-from-slope-intercept-equation|4.Negativefraction	drawing-parallel-and-perpendicular-lines|Type2-71|true	6.094499588012695	-21.729480743408203	algebra	two-var-linear-equations	graphing-slope-intercept-equations
-64.79187774658203	12.748954772949219	graph-from-slope-intercept-equation	graph-from-slope-intercept-equation|2.Fractionalslope	determine-if-an-infinite-geometric-series|dotdotdot|true	-61.61151123046875	-3.9284520149230957	algebra	two-var-linear-equations	graphing-slope-intercept-equations
-64.87316131591797	12.688971519470215	graph-from-slope-intercept-equation	graph-from-slope-intercept-equation|1.Integerslope	recursive_explicit|4.Geometric(recursive)|true	-44.25754165649414	59.869815826416016	algebra	two-var-linear-equations	graphing-slope-intercept-equations
39.2459831237793	17.86358070373535	graph-from-slope-intercept-equation	graph-from-slope-intercept-equation|0	midpoint_of_a_segment|0|true	65.17282104492188	-2.613558769226074	algebra	two-var-linear-equations	graphing-slope-intercept-equations
-5.6673583984375	4.26977014541626	graph-from-slope-intercept-equation	graph-from-slope-intercept-equation|Type1	slope-from-an-equation-in-standard-form|Type1|false	-22.023696899414062	-19.01265525817871	algebra	two-var-linear-equations	graphing-slope-intercept-equations
-10.879453659057617	-69.98802947998047	graph-from-slope-intercept-equation	graph-from-slope-intercept-equation|3.Positivefraction	comparing_fractions_with_the_same_denominator|Orderingfractionswithsamedenominator|false	24.199237823486328	58.26081466674805	algebra	two-var-linear-equations	graphing-slope-intercept-equations
17.802988052368164	-43.37518310546875	perimeter-2	perimeter-2|NewType3Noimage	find-a-missing-side-length-when-given-perimeter|Squares|true	46.516639709472656	-5.695617198944092	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
17.80931282043457	55.29039001464844	perimeter-2	perimeter-2|Type5Numberinput	find-a-missing-side-length-when-given-perimeter|Type2|false	33.46316909790039	-58.543643951416016	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
-43.63241195678711	48.697303771972656	perimeter-2	perimeter-2|3a-repeatedmeasureswithimage	exponential-expressions-word-problems-algebraic|2a.Verbal(linear)|true	-25.005647659301758	-72.62389373779297	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
3.7887089252471924	-49.874332427978516	perimeter-2	perimeter-2|Findarea	letters-and-symbols-in-multiplication-and-division-equations|problem-type-1|true	48.41227722167969	51.12477493286133	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
57.03496551513672	38.35685729980469	perimeter-2	perimeter-2|0	rounding-to-the-nearest-ten-or-hundred|0|true	77.1756591796875	38.135868072509766	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
6.57562780380249	-14.17307186126709	perimeter-2	perimeter-2|Findmissingsidelength	area-and-perimeter-of-rectangles-word-problems|NewType4-Inferredside|false	1.9898618459701538	-55.88303756713867	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
16.89937400817871	56.4784049987793	perimeter-2	perimeter-2|Randomshapes	find-a-missing-side-length-when-given-area-of-a-rectangle|Multipleselect|true	45.153926849365234	-7.083768367767334	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
-43.68062210083008	48.74285888671875	perimeter-2	perimeter-2|MCMultiselect	subtract-decimals-visually|Type1|false	22.52263641357422	-52.850242614746094	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
17.754741668701172	-43.42612838745117	perimeter-2	perimeter-2|Findperimeter	subtract-decimals-visually|Type1|false	22.52263641357422	-52.850242614746094	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
17.03607749938965	59.005638122558594	perimeter-2	perimeter-2|Type1	find-a-missing-side-length-when-given-area-of-a-rectangle|Type1|true	47.549617767333984	36.901763916015625	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
16.970518112182617	59.30919647216797	perimeter-2	perimeter-2|problem-type-0	find-a-missing-side-length-when-given-perimeter|Createrectangle|true	45.457279205322266	32.38225555419922	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
-43.70376205444336	49.261817932128906	perimeter-2	perimeter-2|3bRepeatedmeasurementsNoimage	making-good-scatter-plots|Dependentvarunordered|false	-14.655765533447266	11.880417823791504	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
-43.43467330932617	48.3484001159668	perimeter-2	perimeter-2|2Allsideslabeled	exponential-expressions-word-problems-algebraic|2a.Verbal(linear)|true	-25.005647659301758	-72.62389373779297	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
4.617315292358398	-65.49861907958984	perimeter-2	perimeter-2|Type1Rectangles	put-together|0-20Type1|true	-28.063941955566406	-58.16819381713867	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
4.622258186340332	-62.382625579833984	perimeter-2	perimeter-2|Type2Regularfigures	checking-solutions-to-two-var-inequalities|1.Algebraic|true	-14.167190551757812	-16.747955322265625	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
13.768536567687988	-44.08805465698242	perimeter-2	perimeter-2|NewType4-Inferredside	finding-probability|Type1-Whichismorelikely?|false	-37.47353744506836	-28.535802841186523	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
18.18268394470215	58.73247528076172	perimeter-2	perimeter-2|NewType2Regularshapesandrectangles	decompose-shapes-to-find-area|Horizontal|false	47.436248779296875	32.7668342590332	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
17.0789794921875	56.02252960205078	perimeter-2	perimeter-2|Pictures	find-a-missing-side-length-when-given-perimeter|Geometricfigures|true	46.632720947265625	-5.182328701019287	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
11.628830909729004	-27.340425491333008	perimeter-2	perimeter-2|Geometricfigures	identifying-supplementary-complementary-vertical|Type1-matchnameanddegrees|true	25.685453414916992	-21.048580169677734	pre-algebra	pre-algebra-measurement	prealgebra-perimeter
-50.63855743408203	32.51913833618164	part-part-whole-ratios	part-part-whole-ratios|TableMS	subtracting-decimals-without-the-standard-algorithm-3|3WH-W|true	41.89594650268555	41.969825744628906	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
-58.80891418457031	39.00434494018555	part-part-whole-ratios	part-part-whole-ratios|Tapediagram+total	comparing_whole_numbers|Type3|false	-15.338777542114258	-13.220987319946289	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
39.7326774597168	-13.927840232849121	part-part-whole-ratios	part-part-whole-ratios|ratiotable	ratios-with-double-number-lines|3units|true	23.07261848449707	29.794536590576172	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
0.5901368856430054	-60.55727767944336	part-part-whole-ratios	part-part-whole-ratios|Rate	adding-1s-or-10s-to-two-digit-numbers|mult-10plus2-digit|false	-42.97705841064453	19.166309356689453	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
20.85568618774414	-10.541584968566895	part-part-whole-ratios	part-part-whole-ratios|MC-analyzenewmixture	ratio-test|0|true	44.35769271850586	-26.37225914001465	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
7.953469276428223	-40.72828674316406	part-part-whole-ratios	part-part-whole-ratios|unit+anotherquantity	graphing_circles_2|0|false	46.615238189697266	-25.843481063842773	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
-0.936042308807373	-42.334232330322266	part-part-whole-ratios	part-part-whole-ratios|Tableandplot	powers-of-products-and-quotients|2.Powersofproducts(variable)|true	15.093574523925781	-59.34556579589844	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
45.972618103027344	-8.00023078918457	part-part-whole-ratios	part-part-whole-ratios|Multiplicative	ratios-with-double-number-lines|simplestform|true	24.2062931060791	27.25775909423828	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
-16.232418060302734	-78.1667251586914	part-part-whole-ratios	part-part-whole-ratios|0	separable-differential-equations-find-the-error|2.ErrorinaddingC|false	-63.94205093383789	62.49784851074219	pre-algebra	pre-algebra-ratios-rates	pre-algebra-ratio-word-problems
