x	y	exercise	response	token	subject	unit	lesson
72.42581176757812	-23.58800506591797	square_roots	true	square_roots|4.Solvex^2=kwherekisadecimal|true	algebra	rational-exponents-and-radicals	alg1-radicals
72.42581176757812	-23.58800506591797	square_roots	true	square_roots|4.Solvex^2=kwherekisadecimal|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
72.73963165283203	-23.779626846313477	square_roots	true	square_roots|Type1-Repeating|true	algebra	rational-exponents-and-radicals	alg1-radicals
72.73963165283203	-23.779626846313477	square_roots	true	square_roots|Type1-Repeating|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
72.31278991699219	-23.463258743286133	square_roots	true	square_roots|2.Slightlytricky|true	algebra	rational-exponents-and-radicals	alg1-radicals
72.31278991699219	-23.463258743286133	square_roots	true	square_roots|2.Slightlytricky|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.588016510009766	-35.11933135986328	square_roots	true	square_roots|1.Powersofproducts(numerical)|true	algebra	rational-exponents-and-radicals	alg1-radicals
48.588016510009766	-35.11933135986328	square_roots	true	square_roots|1.Powersofproducts(numerical)|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.398109436035156	-34.6221809387207	square_roots	false	square_roots|Squareandcuberootsofdecimalsandfractions|false	algebra	rational-exponents-and-radicals	alg1-radicals
48.398109436035156	-34.6221809387207	square_roots	false	square_roots|Squareandcuberootsofdecimalsandfractions|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
47.83736038208008	-34.36764144897461	square_roots	false	square_roots|2.Slightlytricky|false	algebra	rational-exponents-and-radicals	alg1-radicals
47.83736038208008	-34.36764144897461	square_roots	false	square_roots|2.Slightlytricky|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.62681579589844	-35.11088180541992	square_roots	true	square_roots|2.Powersofproducts(variable)|true	algebra	rational-exponents-and-radicals	alg1-radicals
48.62681579589844	-35.11088180541992	square_roots	true	square_roots|2.Powersofproducts(variable)|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.350948333740234	-34.89778137207031	square_roots	true	square_roots|4.Powersofquotients(variable)|true	algebra	rational-exponents-and-radicals	alg1-radicals
48.350948333740234	-34.89778137207031	square_roots	true	square_roots|4.Powersofquotients(variable)|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.07058334350586	-34.526451110839844	square_roots	false	square_roots|Matchsubstitution|false	algebra	rational-exponents-and-radicals	alg1-radicals
48.07058334350586	-34.526451110839844	square_roots	false	square_roots|Matchsubstitution|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
18.612512588500977	-49.38278579711914	square_roots	true	square_roots|3.Powersofquotients(numerical)|true	algebra	rational-exponents-and-radicals	alg1-radicals
18.612512588500977	-49.38278579711914	square_roots	true	square_roots|3.Powersofquotients(numerical)|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.72696304321289	-33.27973556518555	square_roots	false	square_roots|Type2|false	algebra	rational-exponents-and-radicals	alg1-radicals
48.72696304321289	-33.27973556518555	square_roots	false	square_roots|Type2|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
47.9982795715332	-34.63361740112305	square_roots	false	square_roots|Evaluatemultistep|false	algebra	rational-exponents-and-radicals	alg1-radicals
47.9982795715332	-34.63361740112305	square_roots	false	square_roots|Evaluatemultistep|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
49.02738952636719	-36.271358489990234	square_roots	false	square_roots|1.Evaluatesquarerootoffraction|false	algebra	rational-exponents-and-radicals	alg1-radicals
49.02738952636719	-36.271358489990234	square_roots	false	square_roots|1.Evaluatesquarerootoffraction|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
47.87469482421875	-34.46651077270508	square_roots	true	square_roots|34or5Power|true	algebra	rational-exponents-and-radicals	alg1-radicals
47.87469482421875	-34.46651077270508	square_roots	true	square_roots|34or5Power|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
47.79480743408203	-34.353477478027344	square_roots	true	square_roots|Matchcomplex|true	algebra	rational-exponents-and-radicals	alg1-radicals
47.79480743408203	-34.353477478027344	square_roots	true	square_roots|Matchcomplex|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.90037536621094	-35.22483444213867	square_roots	false	square_roots|problem-type-3|false	algebra	rational-exponents-and-radicals	alg1-radicals
48.90037536621094	-35.22483444213867	square_roots	false	square_roots|problem-type-3|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
47.76741409301758	-34.28655242919922	square_roots	true	square_roots|Expression|true	algebra	rational-exponents-and-radicals	alg1-radicals
47.76741409301758	-34.28655242919922	square_roots	true	square_roots|Expression|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.6022834777832	-33.74186325073242	square_roots	true	square_roots|problem-type-1|true	algebra	rational-exponents-and-radicals	alg1-radicals
48.6022834777832	-33.74186325073242	square_roots	true	square_roots|problem-type-1|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
18.36049461364746	-48.71826934814453	square_roots	true	square_roots|Orderer|true	algebra	rational-exponents-and-radicals	alg1-radicals
18.36049461364746	-48.71826934814453	square_roots	true	square_roots|Orderer|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
49.32613754272461	-35.13829803466797	square_roots	true	square_roots|Type4|true	algebra	rational-exponents-and-radicals	alg1-radicals
49.32613754272461	-35.13829803466797	square_roots	true	square_roots|Type4|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
18.618261337280273	-48.741336822509766	square_roots	false	square_roots|Onevariable|false	algebra	rational-exponents-and-radicals	alg1-radicals
18.618261337280273	-48.741336822509766	square_roots	false	square_roots|Onevariable|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
18.398401260375977	-48.739662170410156	square_roots	false	square_roots|0or1Base|false	algebra	rational-exponents-and-radicals	alg1-radicals
18.398401260375977	-48.739662170410156	square_roots	false	square_roots|0or1Base|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
49.15464782714844	-36.241641998291016	square_roots	false	square_roots|4.Solvex^2=kwherekisadecimal|false	algebra	rational-exponents-and-radicals	alg1-radicals
49.15464782714844	-36.241641998291016	square_roots	false	square_roots|4.Solvex^2=kwherekisadecimal|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
48.407779693603516	-35.12556838989258	square_roots	false	square_roots|2.Evaluatesquarerootofdecimal|false	algebra	rational-exponents-and-radicals	alg1-radicals
48.407779693603516	-35.12556838989258	square_roots	false	square_roots|2.Evaluatesquarerootofdecimal|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
18.12120819091797	-48.58722686767578	square_roots	false	square_roots|Compare|false	algebra	rational-exponents-and-radicals	alg1-radicals
18.12120819091797	-48.58722686767578	square_roots	false	square_roots|Compare|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
3.7244491577148438	-27.526453018188477	square_roots	false	square_roots|Type4|false	algebra	rational-exponents-and-radicals	alg1-radicals
3.7244491577148438	-27.526453018188477	square_roots	false	square_roots|Type4|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
18.554698944091797	-49.202327728271484	square_roots	false	square_roots|Type1-Repeating|false	algebra	rational-exponents-and-radicals	alg1-radicals
18.554698944091797	-49.202327728271484	square_roots	false	square_roots|Type1-Repeating|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
3.5917768478393555	-27.392242431640625	square_roots	true	square_roots|Sorter|true	algebra	rational-exponents-and-radicals	alg1-radicals
3.5917768478393555	-27.392242431640625	square_roots	true	square_roots|Sorter|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
3.477353096008301	-27.321699142456055	square_roots	true	square_roots|Decimals|true	algebra	rational-exponents-and-radicals	alg1-radicals
3.477353096008301	-27.321699142456055	square_roots	true	square_roots|Decimals|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
5.004793167114258	-58.14491271972656	square_roots	false	square_roots|3.Powersofquotients(numerical)|false	algebra	rational-exponents-and-radicals	alg1-radicals
5.004793167114258	-58.14491271972656	square_roots	false	square_roots|3.Powersofquotients(numerical)|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
4.287923336029053	-59.317604064941406	square_roots	false	square_roots|problem-type-1|false	algebra	rational-exponents-and-radicals	alg1-radicals
4.287923336029053	-59.317604064941406	square_roots	false	square_roots|problem-type-1|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
4.277332305908203	-59.00996780395508	square_roots	false	square_roots|Twovariables|false	algebra	rational-exponents-and-radicals	alg1-radicals
4.277332305908203	-59.00996780395508	square_roots	false	square_roots|Twovariables|false	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
-2.979621171951294	-60.12862777709961	square_roots	true	square_roots|Simplifyingfractions|true	algebra	rational-exponents-and-radicals	alg1-radicals
-2.979621171951294	-60.12862777709961	square_roots	true	square_roots|Simplifyingfractions|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
3.521604061126709	-27.45260238647461	square_roots	true	square_roots|TrueFalse|true	algebra	rational-exponents-and-radicals	alg1-radicals
3.521604061126709	-27.45260238647461	square_roots	true	square_roots|TrueFalse|true	pre-algebra	pre-algebra-exponents-radicals	pre-algebra-square-roots
-30.724590301513672	16.87400245666504	subtraction_1	true	subtraction_1|problem-type-0|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
-30.91875457763672	16.68509292602539	subtraction_1	false	subtraction_1|problem-type-0|false	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
84.98428344726562	31.502666473388672	subtraction_1	true	subtraction_1|0|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
35.507877349853516	32.86563491821289	subtraction_1	true	subtraction_1|Type1|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
35.59328079223633	32.940738677978516	subtraction_1	true	subtraction_1|Type3|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
35.670684814453125	32.99126052856445	subtraction_1	true	subtraction_1|Addition|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
35.7658805847168	33.05445098876953	subtraction_1	true	subtraction_1|Type2|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
29.712434768676758	23.660051345825195	subtraction_1	true	subtraction_1|Type1(10-frame)|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
29.227203369140625	23.676671981811523	subtraction_1	false	subtraction_1|Type3|false	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
75.75505065917969	-11.341268539428711	subtraction_1	false	subtraction_1|0|false	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
29.57993507385254	23.5153751373291	subtraction_1	true	subtraction_1|Type2(numberbond)|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
29.173662185668945	23.67623519897461	subtraction_1	false	subtraction_1|Type1|false	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
-27.075302124023438	-35.425193786621094	subtraction_1	true	subtraction_1|Distinctsets|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
28.749618530273438	22.35918617248535	subtraction_1	false	subtraction_1|Addition|false	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
28.800512313842773	21.91379737854004	subtraction_1	false	subtraction_1|Type2|false	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
0.48772916197776794	-48.7295036315918	subtraction_1	false	subtraction_1|Type1(10-frame)|false	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
-2.0583877563476562	-39.22760009765625	subtraction_1	true	subtraction_1|Type4|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
-19.05936622619629	-55.62141799926758	subtraction_1	true	subtraction_1|Random|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
-11.41945743560791	-52.17646026611328	subtraction_1	true	subtraction_1|Circles|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
-22.663984298706055	-58.077884674072266	subtraction_1	true	subtraction_1|A|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
-20.309619903564453	-56.80900573730469	subtraction_1	true	subtraction_1|RelativepositionT2|true	arithmetic	arith-review-add-subtract	arith-review-basic-add-subtract
-49.620262145996094	10.981712341308594	one_step_equations	true	one_step_equations|A|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-49.620262145996094	10.981712341308594	one_step_equations	true	one_step_equations|A|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-49.62568283081055	10.953764915466309	one_step_equations	false	one_step_equations|A|false	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-49.62568283081055	10.953764915466309	one_step_equations	false	one_step_equations|A|false	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
75.44995880126953	43.09608840942383	one_step_equations	true	one_step_equations|0|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
75.44995880126953	43.09608840942383	one_step_equations	true	one_step_equations|0|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-23.05299949645996	2.5052919387817383	one_step_equations	true	one_step_equations|Type1|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-23.05299949645996	2.5052919387817383	one_step_equations	true	one_step_equations|Type1|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.853200912475586	2.3890726566314697	one_step_equations	true	one_step_equations|2.x/a=b|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.853200912475586	2.3890726566314697	one_step_equations	true	one_step_equations|2.x/a=b|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.696348190307617	2.1508629322052	one_step_equations	true	one_step_equations|Selectall|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.696348190307617	2.1508629322052	one_step_equations	true	one_step_equations|Selectall|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
72.93462371826172	1.62250816822052	one_step_equations	false	one_step_equations|0|false	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
72.93462371826172	1.62250816822052	one_step_equations	false	one_step_equations|0|false	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.643383026123047	2.0992631912231445	one_step_equations	true	one_step_equations|Singleequation|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.643383026123047	2.0992631912231445	one_step_equations	true	one_step_equations|Singleequation|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.60845375061035	2.1082096099853516	one_step_equations	false	one_step_equations|Type1|false	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.60845375061035	2.1082096099853516	one_step_equations	false	one_step_equations|Type1|false	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.505172729492188	1.6597352027893066	one_step_equations	true	one_step_equations|Decimal-sameplacevalue|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.505172729492188	1.6597352027893066	one_step_equations	true	one_step_equations|Decimal-sameplacevalue|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.390962600708008	1.577620267868042	one_step_equations	true	one_step_equations|1.ax=b|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.390962600708008	1.577620267868042	one_step_equations	true	one_step_equations|1.ax=b|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.28472328186035	1.1025900840759277	one_step_equations	true	one_step_equations|Fraction-differentdenominators|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.28472328186035	1.1025900840759277	one_step_equations	true	one_step_equations|Fraction-differentdenominators|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.29068946838379	1.079208254814148	one_step_equations	true	one_step_equations|Fraction-samedenominator|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.29068946838379	1.079208254814148	one_step_equations	true	one_step_equations|Fraction-samedenominator|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.23432731628418	1.0509452819824219	one_step_equations	false	one_step_equations|Fraction-differentdenominators|false	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.23432731628418	1.0509452819824219	one_step_equations	false	one_step_equations|Fraction-differentdenominators|false	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-22.2557373046875	1.1498700380325317	one_step_equations	false	one_step_equations|Singleequation|false	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-22.2557373046875	1.1498700380325317	one_step_equations	false	one_step_equations|Singleequation|false	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-21.935232162475586	-0.7720867395401001	one_step_equations	true	one_step_equations|Decimal-differentplacevalue|true	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
-21.935232162475586	-0.7720867395401001	one_step_equations	true	one_step_equations|Decimal-differentplacevalue|true	pre-algebra	pre-algebra-equations-expressions	pre-algebra-one-step-add-sub-equationss
-21.758264541625977	-1.3346748352050781	one_step_equations	false	one_step_equations|Selectall|false	algebra	one-variable-linear-equations	alg1-one-step-add-sub-equations
